tourney_name,winner_name,loser_name,minutes
Roland Garros,Hyung Taik Lee,Robin Soderling,192.0
Roland Garros,Ivan Ljubicic,Hicham Arazi,222.0
Roland Garros,Stefan Koubek,David Sanchez,188.0
Roland Garros,Jonas Bjorkman,Taylor Dent,181.0
Roland Garros,Gaston Gaudio,Guillermo Canas,219.0
Roland Garros,Jiri Novak,Antony Dupuis,192.0
Roland Garros,Lleyton Hewitt,Arnaud Di Pasquale,186.0
Roland Garros,Albert Costa,Flavio Saretta,187.0
Roland Garros,Vladimir Voltchkov,Radek Stepanek,243.0
Roland Garros,Nicolas Massu,Janko Tipsarevic,199.0
Roland Garros,Mario Ancic,Sargis Sargsian,220.0
Roland Garros,Vincent Spadea,Florent Serra,272.0
Roland Garros,Galo Blanco,Albert Portas,188.0
Roland Garros,Tim Henman,Cyril Saulnier,228.0
Roland Garros,Fabrice Santoro,Arnaud Clement,393.0
Roland Garros,Feliciano Lopez,Karol Kucera,187.0
Roland Garros,Marat Safin,Felix Mantilla,277.0
Roland Garros,Thomas Enqvist,Jonas Bjorkman,181.0
Roland Garros,Gaston Gaudio,Jiri Novak,212.0
Roland Garros,Tommy Robredo,Guillermo Garcia Lopez,188.0
Roland Garros,Mikhail Youzhny,Andrei Pavel,227.0
Roland Garros,Fabrice Santoro,Irakli Labadze,202.0
Roland Garros,Olivier Mutis,Andy Roddick,191.0
Roland Garros,Marat Safin,Potito Starace,265.0
Roland Garros,David Nalbandian,Stefan Koubek,189.0
Roland Garros,Xavier Malisse,Albert Costa,261.0
Roland Garros,Juan Ignacio Chela,Alex Corretja,203.0
Roland Garros,David Nalbandian,Marat Safin,204.0
Roland Garros,Tim Henman,Michael Llodra,251.0
Roland Garros,David Nalbandian,Gustavo Kuerten,188.0
Roland Garros,Gaston Gaudio,Guillermo Coria,211.0
Wimbledon,Carlos Moya,Olivier Patience,186.0
Wimbledon,Radek Stepanek,Alex Corretja,194.0
Wimbledon,Guillermo Coria,Wesley Moodie,186.0
Wimbledon,Wayne Ferreira,Ivan Ljubicic,192.0
Wimbledon,Robby Ginepri,Janko Tipsarevic,202.0
Wimbledon,Tim Henman,Ruben Ramirez Hidalgo,182.0
Wimbledon,David Ferrer,Victor Hanescu,201.0
Wimbledon,Tommy Haas,Antony Dupuis,216.0
Wimbledon,Karol Beck,Jonathan Marray,212.0
Wimbledon,Todd Martin,Guillermo Canas,224.0
Wimbledon,Kenneth Carlsen,Richard Gasquet,234.0
Wimbledon,Stefano Pescosolido,Dennis Van Scheppingen,217.0
Wimbledon,Feliciano Lopez,Cyril Saulnier,197.0
Wimbledon,Dmitry Tursunov,Sargis Sargsian,241.0
Wimbledon,Juan Carlos Ferrero,Stefan Koubek,220.0
Wimbledon,Hicham Arazi,David Ferrer,195.0
Wimbledon,Fernando Gonzalez,Igor Andreev,184.0
Wimbledon,Mario Ancic,Julien Benneteau,219.0
Wimbledon,Rainer Schuettler,Greg Rusedski,219.0
Wimbledon,Joachim Johansson,Jonas Bjorkman,182.0
Wimbledon,Tim Henman,Mark Philippoussis,187.0
US Open,Dmitry Tursunov,Mariano Zabaleta,198.0
US Open,Fernando Verdasco,Igor Andreev,193.0
US Open,Carlos Moya,Brian Baker,183.0
US Open,Gaston Gaudio,Juan Monaco,197.0
US Open,Tim Henman,Ivo Karlovic,217.0
US Open,Ricardo Mello,Juan Ignacio Chela,196.0
US Open,Nikolay Davydenko,Mark Philippoussis,203.0
US Open,Hicham Arazi,Kenneth Carlsen,209.0
US Open,Juan Carlos Ferrero,Tomas Zib,266.0
US Open,Andreas Seppi,Rainer Schuettler,214.0
US Open,Alexander Peya,Bobby Reynolds,204.0
US Open,Sargis Sargsian,Nicolas Massu,309.0
US Open,Paul Henri Mathieu,Taylor Dent,196.0
US Open,Dominik Hrbaty,Karol Kucera,190.0
US Open,Mikhail Youzhny,David Nalbandian,238.0
US Open,Feliciano Lopez,Philipp Kohlschreiber,204.0
US Open,Stefan Koubek,Juan Carlos Ferrero,240.0
US Open,Jurgen Melzer,Vincent Spadea,194.0
US Open,Sargis Sargsian,Paul Henri Mathieu,284.0
US Open,Olivier Rochus,Carlos Moya,216.0
US Open,Tim Henman,Michal Tabara,206.0
US Open,Karol Beck,Nikolay Davydenko,193.0
US Open,Tim Henman,Nicolas Kiefer,225.0
St. Petersburg,Ivo Karlovic,Alex Corretja,184.0
Australian Open,Todd Martin,Antony Dupuis,200.0
Australian Open,Nikolay Davydenko,Arnaud Clement,217.0
Australian Open,Olivier Patience,Igor Andreev,181.0
Australian Open,Gustavo Kuerten,John Van Lottum,195.0
Australian Open,Robin Soderling,Rainer Schuettler,192.0
Australian Open,Wayne Arthurs,Roko Karanusic,189.0
Australian Open,Mario Ancic,Raemon Sluiter,181.0
Australian Open,Glenn Weiner,Jeff Salzenstein,187.0
Australian Open,Andrei Pavel,Max Mirnyi,187.0
Australian Open,Alberto Martin,Feliciano Lopez,182.0
Australian Open,David Sanchez,Wesley Moodie,224.0
Australian Open,Radek Stepanek,Davide Sanguinetti,190.0
Australian Open,Taylor Dent,Juan Ignacio Chela,210.0
Australian Open,Gustavo Kuerten,Ivan Ljubicic,183.0
Australian Open,Albert Costa,Wayne Arthurs,258.0
Australian Open,Mario Ancic,Alex Corretja,253.0
Australian Open,Guillermo Canas,Agustin Calleri,197.0
Australian Open,Todd Reid,Sargis Sargsian,216.0
Australian Open,Marat Safin,Todd Martin,205.0
Australian Open,Andrei Pavel,Jiri Novak,207.0
Australian Open,Guillermo Canas,Tim Henman,291.0
Australian Open,Marat Safin,James Blake,188.0
Australian Open,Marat Safin,Andy Roddick,203.0
Australian Open,Marat Safin,Andre Agassi,222.0
Bucharest,Alex Corretja,Oscar Hernandez,183.0
Acapulco,Guillermo Canas,Marc Lopez,201.0
Australian Open,Radek Stepanek,Viktor Troicki,239.0
Australian Open,Brian Baker,Alex Bogomolov Jr,222.0
Australian Open,Fernando Verdasco,David Goffin,202.0
Australian Open,Tatsuma Ito,John Millman,209.0
Australian Open,Marcos Baghdatis,Albert Ramos,255.0
Australian Open,Mikhail Youzhny,Matthew Ebden,239.0
Australian Open,Carlos Berlocq,Maxime Authom,205.0
Australian Open,Nicolas Almagro,Steve Johnson,190.0
Australian Open,Daniel Gimeno Traver,Lukasz Kubot,197.0
Australian Open,Edouard Roger Vasselin,Ruben Bemelmans,265.0
Australian Open,Janko Tipsarevic,Lleyton Hewitt,182.0
Australian Open,Benjamin Becker,Aljaz Bedene,185.0
Australian Open,Jesse Levine,Tommy Robredo,188.0
Australian Open,Florian Mayer,Rhyne Williams,202.0
Australian Open,James Duckworth,Benjamin Mitchell,266.0
Australian Open,Jarkko Nieminen,Tommy Haas,222.0
Australian Open,Ivan Dodig,Di Wu,194.0
Australian Open,Jurgen Melzer,Roberto Bautista Agut,229.0
Australian Open,Evgeny Donskoy,Mikhail Youzhny,225.0
Australian Open,Jerzy Janowicz,Somdev Devvarman,240.0
Australian Open,Julien Benneteau,Edouard Roger Vasselin,214.0
Australian Open,Janko Tipsarevic,Lukas Lacko,231.0
Australian Open,Andreas Seppi,Denis Istomin,247.0
Australian Open,Gael Monfils,Yen Hsun Lu,217.0
Australian Open,Blaz Kavcic,James Duckworth,292.0
Australian Open,Ivan Dodig,Jarkko Nieminen,198.0
Australian Open,Kevin Anderson,Fernando Verdasco,226.0
Australian Open,Janko Tipsarevic,Julien Benneteau,209.0
Australian Open,Jeremy Chardy,Juan Martin del Potro,225.0
Australian Open,Andreas Seppi,Marin Cilic,218.0
Australian Open,Gilles Simon,Gael Monfils,283.0
Australian Open,Novak Djokovic,Stan Wawrinka,302.0
Australian Open,David Ferrer,Nicolas Almagro,224.0
Australian Open,Roger Federer,Jo-Wilfried Tsonga,214.0
Australian Open,Andy Murray,Roger Federer,240.0
Australian Open,Novak Djokovic,Andy Murray,220.0
Madrid Masters,Grigor Dimitrov,Novak Djokovic,186.0
Roland Garros,Guido Pella,Ivan Dodig,204.0
Roland Garros,Mikhail Youzhny,Pablo Andujar,193.0
Roland Garros,Lukasz Kubot,Maxime Teixeira,207.0
Roland Garros,Horacio Zeballos,Vasek Pospisil,274.0
Roland Garros,Michal Przysiezny,Rhyne Williams,191.0
Roland Garros,Gael Monfils,Tomas Berdych,243.0
Roland Garros,Andreas Seppi,Leonardo Mayer,229.0
Roland Garros,Feliciano Lopez,Marcel Granollers,221.0
Roland Garros,Jarkko Nieminen,Paul Henri Mathieu,222.0
Roland Garros,Daniel Gimeno Traver,Juan Monaco,225.0
Roland Garros,Gilles Simon,Lleyton Hewitt,199.0
Roland Garros,Pablo Cuevas,Adrian Mannarino,219.0
Roland Garros,Julien Benneteau,Ricardas Berankis,192.0
Roland Garros,Tobias Kamke,Paolo Lorenzi,214.0
Roland Garros,John Isner,Ryan Harrison,230.0
Roland Garros,Mikhail Youzhny,Federico Delbonis,194.0
Roland Garros,Janko Tipsarevic,Fernando Verdasco,274.0
Roland Garros,Gael Monfils,Ernests Gulbis,195.0
Roland Garros,Andreas Seppi,Blaz Kavcic,225.0
Roland Garros,Viktor Troicki,Daniel Gimeno Traver,215.0
Roland Garros,Julien Benneteau,Tobias Kamke,239.0
Roland Garros,Tommy Haas,John Isner,277.0
Roland Garros,Tommy Robredo,Gael Monfils,226.0
Roland Garros,Stan Wawrinka,Richard Gasquet,256.0
Roland Garros,Tommy Robredo,Nicolas Almagro,229.0
Roland Garros,Rafael Nadal,Novak Djokovic,277.0
Wimbledon,Bobby Reynolds,Steve Johnson,200.0
Wimbledon,Paul Henri Mathieu,Ricardas Berankis,183.0
Wimbledon,Jimmy Wang,Wayne Odesnik,233.0
Wimbledon,Daniel Brands,Daniel Gimeno Traver,182.0
Wimbledon,Santiago Giraldo,Horacio Zeballos,186.0
Wimbledon,Ivan Dodig,Philipp Kohlschreiber,184.0
Wimbledon,Andreas Seppi,Denis Istomin,198.0
Wimbledon,Julian Reister,Lukas Rosol,210.0
Wimbledon,Yen Hsun Lu,James Ward,215.0
Wimbledon,Jeremy Chardy,Jan Lennard Struff,181.0
Wimbledon,Grega Zemlja,Grigor Dimitrov,244.0
Wimbledon,Mikhail Youzhny,Vasek Pospisil,216.0
Wimbledon,David Ferrer,Alexandr Dolgopolov,192.0
Wimbledon,Andreas Seppi,Kei Nishikori,184.0
Wimbledon,Lukasz Kubot,Adrian Mannarino,198.0
Wimbledon,Jerzy Janowicz,Jurgen Melzer,192.0
Wimbledon,Andy Murray,Fernando Verdasco,207.0
Wimbledon,Novak Djokovic,Juan Martin del Potro,283.0
Wimbledon,Andy Murray,Novak Djokovic,189.0
Bastad,Martin Alund,Markus Eriksson,206.0
Hamburg,Federico Delbonis,Fernando Verdasco,194.0
US Open,Alex Bogomolov Jr,Benoit Paire,241.0
US Open,Lleyton Hewitt,Brian Baker,186.0
US Open,Juan Martin del Potro,Guillermo Garcia Lopez,253.0
US Open,Leonardo Mayer,Victor Hanescu,235.0
US Open,Somdev Devvarman,Lukas Lacko,191.0
US Open,Tobias Kamke,Steve Johnson,192.0
US Open,Ivo Karlovic,James Blake,204.0
US Open,Jeremy Chardy,Sergiy Stakhovsky,218.0
US Open,Guillaume Rufin,Jan Lennard Struff,185.0
US Open,Bradley Klahn,Kenny De Schepper,181.0
US Open,Dudi Sela,Andrey Kuznetsov,239.0
US Open,Andreas Haider Maurer,Ernests Gulbis,216.0
US Open,Carlos Berlocq,Santiago Giraldo,246.0
US Open,Tommy Robredo,Marinko Matosevic,181.0
US Open,Frank Dancevic,Robin Haase,194.0
US Open,Bernard Tomic,Albert Ramos,236.0
US Open,Ivan Dodig,Fernando Verdasco,198.0
US Open,Nikolay Davydenko,Rhyne Williams,208.0
US Open,Rogerio Dutra Silva,Vasek Pospisil,241.0
US Open,Tim Smyczek,Alex Bogomolov Jr,239.0
US Open,Marcel Granollers,Rajeev Ram,201.0
US Open,Evgeny Donskoy,Peter Gojowczyk,210.0
US Open,Lleyton Hewitt,Juan Martin del Potro,243.0
US Open,Adrian Mannarino,Sam Querrey,195.0
US Open,Marcel Granollers,Tim Smyczek,204.0
US Open,Denis Istomin,Andreas Seppi,185.0
US Open,Stan Wawrinka,Marcos Baghdatis,201.0
US Open,Tommy Robredo,Daniel Evans,193.0
US Open,Mikhail Youzhny,Lleyton Hewitt,238.0
US Open,Andy Murray,Denis Istomin,187.0
US Open,Richard Gasquet,Milos Raonic,280.0
US Open,David Ferrer,Janko Tipsarevic,237.0
US Open,Rafael Nadal,Philipp Kohlschreiber,192.0
US Open,Richard Gasquet,David Ferrer,203.0
US Open,Novak Djokovic,Stan Wawrinka,249.0
US Open,Rafael Nadal,Novak Djokovic,201.0
Chennai,Aljaz Bedene,Martin Klizan,184.0
Australian Open,Alex De Minaur,Gerald Melzer,222.0
Australian Open,Noah Rubin,Bjorn Fratangelo,188.0
Australian Open,Lukas Lacko,Albert Ramos,200.0
Australian Open,Kei Nishikori,Andrey Kuznetsov,214.0
Australian Open,Stan Wawrinka,Martin Klizan,204.0
Australian Open,Paolo Lorenzi,James Duckworth,195.0
Australian Open,Andreas Seppi,Paul Henri Mathieu,185.0
Australian Open,Victor Estrella,Aljaz Bedene,189.0
Australian Open,Marin Cilic,Jerzy Janowicz,184.0
Australian Open,Rogerio Dutra Silva,Jared Donaldson,185.0
Australian Open,Jordan Thompson,Joao Sousa,201.0
Australian Open,Ivo Karlovic,Horacio Zeballos,314.0
Australian Open,Carlos Berlocq,Radu Albot,236.0
Australian Open,Mischa Zverev,John Isner,250.0
Australian Open,Viktor Troicki,Paolo Lorenzi,227.0
Australian Open,Andreas Seppi,Nick Kyrgios,188.0
Australian Open,Bernard Tomic,Victor Estrella,200.0
Australian Open,Benoit Paire,Fabio Fognini,208.0
Australian Open,Denis Istomin,Novak Djokovic,288.0
Australian Open,Andreas Seppi,Steve Darcis,187.0
Australian Open,Jo-Wilfried Tsonga,Jack Sock,213.0
Australian Open,Rafael Nadal,Alexander Zverev,245.0
Australian Open,Roberto Bautista Agut,David Ferrer,242.0
Australian Open,Denis Istomin,Pablo Carreno Busta,207.0
Australian Open,Mischa Zverev,Andy Murray,213.0
Australian Open,Roger Federer,Kei Nishikori,203.0
Australian Open,Roger Federer,Stan Wawrinka,184.0
Australian Open,Rafael Nadal,Grigor Dimitrov,296.0
Australian Open,Roger Federer,Rafael Nadal,217.0
Davis Cup G1 R1: PER vs ECU,Emilio Gomez,Juan Pablo Varillas,214.0
Davis Cup G1 R1: ROU vs BLR,Adrian Ungur,Ilya Ivashka,183.0
Davis Cup G1 R1: UZB vs KOR,Hyeon Chung,Sanjar Fayziev,208.0
Davis Cup G1 R1: UZB vs KOR,Denis Istomin,Soon Woo Kwon,196.0
Davis Cup G2 R1: INA vs PHI,David Agung Susanto,Alberto Lim,187.0
Davis Cup G2 R1: KUW vs THA,Mohammad Ghareeb,Wishaya Trongcharoenchaikul,188.0
Davis Cup G2 R1: KUW vs THA,Wishaya Trongcharoenchaikul,Abdullah Maqdas,220.0
Davis Cup G2 R1: MEX vs GUA,Christopher Diaz Figueroa,Gerardo Lopez Villasenor,200.0
Davis Cup G2 R1: NOR vs LAT,Viktor Durasovic,Mikelis Libietis,185.0
Davis Cup G2 R1: SWE vs TUN,Patrik Rosenholm,Aziz Dougaz,220.0
Davis Cup G2 R1: SWE vs TUN,Isak Arvidsson,Aziz Dougaz,251.0
Davis Cup G2 R1: TUR vs CYP,Cem Ilkel,Petros Chrysochos,201.0
Davis Cup G2 R1: TUR vs CYP,Marsel Ilhan,Menelaos Efstathiou,213.0
Davis Cup G2 R1: TUR vs CYP,Marsel Ilhan,Petros Chrysochos,181.0
Davis Cup G2 R1: VIE vs HKG,Hong Kit Jack Wong,Thien Nguyen Hoang,206.0
Davis Cup WG R1: ARG vs ITA,Carlos Berlocq,Paolo Lorenzi,254.0
Davis Cup WG R1: ARG vs ITA,Fabio Fognini,Guido Pella,255.0
Davis Cup WG R1: BEL vs GER,Steve Darcis,Philipp Kohlschreiber,233.0
Davis Cup WG R1: BEL vs GER,Steve Darcis,Alexander Zverev,182.0
Davis Cup WG R1: CAN vs GBR,Vasek Pospisil,Daniel Evans,203.0
Davis Cup WG R1: ESP vs CRO,Franko Skugor,Pablo Carreno Busta,243.0
Davis Cup WG R1: ESP vs CRO,Roberto Bautista Agut,Franko Skugor,199.0
Davis Cup WG R1: RUS vs SRB,Viktor Troicki,Karen Khachanov,270.0
Buenos Aires,Albert Ramos,Guido Pella,192.0
Davis Cup G1 R1: TPE vs CHN,Zhe Li,Ti Chen,276.0
Davis Cup G1 R1: TPE vs CHN,Yibing Wu,Jason Jung,230.0
Sao Paulo,Albert Ramos,Joao Sousa,181.0
Miami Masters,Roger Federer,Nick Kyrgios,190.0
Davis Cup G1 R2: BRA vs ECU,Thiago Monteiro,Roberto Quiroz,196.0
Davis Cup G1 R2: CHI vs COL,Santiago Giraldo,Cristian Garin,263.0
Davis Cup G1 R2: NED vs BIH,Robin Haase,Damir Dzumhur,227.0
Davis Cup G1 R2: POR vs UKR,Gastao Elias,Artem Smirnov,272.0
Davis Cup G1 R2: UZB vs IND,Ramkumar Ramanathan,Temur Ismailov,194.0
Davis Cup G2 R2: RSA vs SLO,Nicolaas Scholtz,Grega Zemlja,258.0
Davis Cup G2 R2: SWE vs TUR,Elias Ymer,Cem Ilkel,267.0
Davis Cup WG QF: ITA vs BEL,Steve Darcis,Paolo Lorenzi,200.0
Houston,Ernesto Escobedo,John Isner,182.0
Munich,Hyeon Chung,Martin Klizan,987.0
Madrid Masters,Ivo Karlovic,Roberto Bautista Agut,181.0
Roland Garros,Martin Klizan,Laurent Lokoli,219.0
Roland Garros,Nicolas Almagro,Marcos Baghdatis,195.0
Roland Garros,Kei Nishikori,Thanasi Kokkinakis,182.0
Roland Garros,Victor Estrella,Teymuraz Gabashvili,260.0
Roland Garros,Thiago Monteiro,Alexandre Muller,223.0
Roland Garros,Renzo Olivo,Jo-Wilfried Tsonga,211.0
Roland Garros,David Ferrer,Donald Young,267.0
Roland Garros,Rogerio Dutra Silva,Mikhail Youzhny,251.0
Roland Garros,Marco Trungelliti,Quentin Halys,234.0
Roland Garros,Guillermo Garcia Lopez,Gilles Muller,207.0
Roland Garros,Steve Johnson,Yuichi Sugita,214.0
Roland Garros,Lucas Pouille,Julien Benneteau,201.0
Roland Garros,Albert Ramos,Marius Copil,186.0
Roland Garros,Diego Schwartzman,Andrey Rublev,210.0
Roland Garros,Joao Sousa,Janko Tipsarevic,188.0
Roland Garros,Andy Murray,Martin Klizan,214.0
Roland Garros,Fernando Verdasco,Pierre Hugues Herbert,209.0
Roland Garros,Feliciano Lopez,David Ferrer,232.0
Roland Garros,Steve Johnson,Borna Coric,233.0
Roland Garros,Kei Nishikori,Hyeon Chung,231.0
Roland Garros,Kevin Anderson,Kyle Edmund,238.0
Roland Garros,Albert Ramos,Lucas Pouille,221.0
Roland Garros,Novak Djokovic,Diego Schwartzman,198.0
Roland Garros,Pablo Carreno Busta,Milos Raonic,257.0
Roland Garros,Stan Wawrinka,Andy Murray,274.0
Wimbledon,Jiri Vesely,Illya Marchenko,203.0
Wimbledon,Lucas Pouille,Malek Jaziri,183.0
Wimbledon,Thiago Monteiro,Andrew Whittington,186.0
Wimbledon,Aljaz Bedene,Ivo Karlovic,264.0
Wimbledon,Radu Albot,Facundo Bagnis,211.0
Wimbledon,Andrey Rublev,Stefano Travaglia,207.0
Wimbledon,Paolo Lorenzi,Horacio Zeballos,222.0
Wimbledon,Steve Darcis,Ricardas Berankis,185.0
Wimbledon,Juan Martin del Potro,Thanasi Kokkinakis,183.0
Wimbledon,Karen Khachanov,Thiago Monteiro,189.0
Wimbledon,Gilles Muller,Lukas Rosol,217.0
Wimbledon,Kei Nishikori,Sergiy Stakhovsky,195.0
Wimbledon,Albert Ramos,Andrey Rublev,211.0
Wimbledon,Dudi Sela,John Isner,231.0
Wimbledon,Mischa Zverev,Mikhail Kukushkin,184.0
Wimbledon,Jared Donaldson,Paolo Lorenzi,184.0
Wimbledon,Adrian Mannarino,Yuichi Sugita,212.0
Wimbledon,Roberto Bautista Agut,Kei Nishikori,200.0
Wimbledon,Adrian Mannarino,Gael Monfils,209.0
Wimbledon,Sam Querrey,Kevin Anderson,186.0
Wimbledon,Gilles Muller,Rafael Nadal,288.0
Wimbledon,Milos Raonic,Alexander Zverev,203.0
Wimbledon,Marin Cilic,Gilles Muller,209.0
Hamburg,Leonardo Mayer,Albert Ramos,184.0
US Open,Mikhail Youzhny,Blaz Kavcic,186.0
US Open,Santiago Giraldo,Vincent Millot,208.0
US Open,Malek Jaziri,Thiago Monteiro,226.0
US Open,Bjorn Fratangelo,Ivo Karlovic,195.0
US Open,Radu Albot,Ernesto Escobedo,187.0
US Open,Mischa Zverev,Thai Son Kwiatkowski,208.0
US Open,Hyeon Chung,Horacio Zeballos,210.0
US Open,Jordan Thompson,Jack Sock,236.0
US Open,Thomas Fabbiano,John Patrick Smith,184.0
US Open,Ernests Gulbis,Alessandro Giannessi,220.0
US Open,Albert Ramos,Denis Istomin,295.0
US Open,Nicolas Mahut,Marton Fucsovics,202.0
US Open,Janko Tipsarevic,Thanasi Kokkinakis,250.0
US Open,David Goffin,Guido Pella,260.0
US Open,Gael Monfils,Donald Young,197.0
US Open,Roger Federer,Mikhail Youzhny,188.0
US Open,Radu Albot,Yen Hsun Lu,236.0
US Open,Paolo Lorenzi,Gilles Muller,208.0
US Open,Borna Coric,Alexander Zverev,206.0
US Open,Nicolas Mahut,Albert Ramos,207.0
US Open,Lucas Pouille,Jared Donaldson,210.0
US Open,Rafael Nadal,Leonardo Mayer,195.0
US Open,Diego Schwartzman,Marin Cilic,204.0
US Open,Juan Martin del Potro,Dominic Thiem,215.0
US Open,Kevin Anderson,Sam Querrey,206.0
Davis Cup G2 R3: BAR vs VEN,Darian King,Ricardo Rodriguez,199.0
Davis Cup G2 R3: PAK vs THA,Wishaya Trongcharoenchaikul,Aisam Ul Haq Qureshi,251.0
Davis Cup G2 R3: PAK vs THA,Aqeel Khan,Kittipong Wachiramanowong,183.0
Davis Cup G2 R3: SWE vs LTU,Mikael Ymer,Laurynas Grigelis,189.0
Davis Cup WG PO: ARG vs KAZ,Mikhail Kukushkin,Guido Pella,234.0
Davis Cup WG PO: CAN vs IND,Ramkumar Ramanathan,Brayden Schnur,196.0
Davis Cup WG PO: CAN vs IND,Denis Shapovalov,Yuki Bhambri,232.0
Davis Cup WG PO: CRO vs COL,Santiago Giraldo,Franko Skugor,229.0
Davis Cup WG PO: CZE vs NED,Jiri Vesely,Thiemo De Bakker,224.0
Davis Cup WG PO: CZE vs NED,Lukas Rosol,Robin Haase,205.0
Davis Cup WG PO: GER vs POR,Jan Lennard Struff,Joao Sousa,193.0
Davis Cup WG PO: JPN vs BRA,Go Soeda,Thiago Monteiro,221.0
Davis Cup WG PO: RUS vs HUN,Marton Fucsovics,Andrey Rublev,205.0
Davis Cup WG PO: RUS vs HUN,Karen Khachanov,Attila Balazs,183.0
Davis Cup WG SF: BEL vs AUS,David Goffin,John Millman,212.0
Davis Cup WG SF: BEL vs AUS,Nick Kyrgios,Steve Darcis,215.0
Davis Cup WG SF: BEL vs AUS,David Goffin,Nick Kyrgios,189.0
Davis Cup WG SF: FRA vs SRB,Dusan Lajovic,Lucas Pouille,184.0
Basel,Marin Cilic,Marton Fucsovics,182.0
Australian Open,Jan Siemerink,Jared Palmer,186.0
Australian Open,Derrick Rostagno,Carl Limberger,183.0
Australian Open,Omar Camporese,Thomas Hogstedt,182.0
Australian Open,Jacco Eltingh,Karsten Braasch,203.0
Australian Open,Guy Forget,Henri Leconte,225.0
Australian Open,Sandon Stolle,Jaime Oncins,185.0
Australian Open,Martin Jaite,Christo Van Rensburg,258.0
Australian Open,Markus Zoecke,Cedric Pioline,196.0
Australian Open,John McEnroe,Andrei Cherkasov,188.0
Australian Open,Emilio Sanchez,Pat Cash,235.0
Australian Open,David Wheaton,Nicklas Kulti,260.0
Australian Open,Mark Woodforde,Francisco Clavet,235.0
Australian Open,Wayne Ferreira,Karel Novacek,195.0
Australian Open,Richey Reneberg,Dimitri Poliakov,237.0
Australian Open,Marc Rosset,Magnus Gustafsson,195.0
Australian Open,Andrei Chesnokov,Patrick McEnroe,191.0
Australian Open,Richard Krajicek,Michael Chang,187.0
Australian Open,Aaron Krickstein,Alexander Volkov,221.0
Australian Open,John McEnroe,Emilio Sanchez,282.0
Australian Open,Stefan Edberg,Ivan Lendl,190.0
Australian Open,Richard Krajicek,Michael Stich,215.0
Maceio,Tomas Carbonell,Christian Miniussi,183.0
San Francisco,Jim Courier,Mark Woodforde,196.0
Scottsdale,Brad Gilbert,Markus Zoecke,184.0
Indian Wells Masters,Andrei Cherkasov,Stefano Pescosolido,192.0
Barcelona,Francisco Clavet,Eduardo Masso,189.0
Atlanta,Pablo Arraya,Chris Garner,191.0
Bologna,Franco Davin,Paolo Cane,192.0
Roland Garros,Gilad Bloom,Jan Siemerink,264.0
Roland Garros,Alberto Mancini,Alex Corretja,231.0
Roland Garros,Todd Woodbridge,Arnaud Boetsch,216.0
Roland Garros,Derrick Rostagno,Karel Novacek,255.0
Roland Garros,Kevin Curren,Guillermo Perez Roldan,181.0
Roland Garros,Gilbert Schaller,Jaime Yzaga,255.0
Roland Garros,Richard Fromberg,Markus Zoecke,240.0
Roland Garros,Carl Limberger,Thierry Champion,252.0
Roland Garros,Rodolphe Gilbert,Guillaume Raoux,191.0
Roland Garros,Alexander Volkov,Marian Vajda,280.0
Roland Garros,Guy Forget,Luiz Mattar,235.0
Roland Garros,Markus Zillner,Amos Mansdorf,202.0
Roland Garros,Nicklas Kulti,John McEnroe,238.0
Roland Garros,Diego Perez,Stefano Pescosolido,183.0
Roland Garros,Diego Nargiso,Franco Davin,198.0
Roland Garros,Richard Krajicek,Francisco Clavet,230.0
Roland Garros,Jim Grabb,Jean Philippe Fleurian,212.0
Roland Garros,Michael Stich,Jimmy Connors,232.0
Roland Garros,Chris Pridham,Stephane Simian,207.0
Roland Garros,Jaime Oncins,Bernd Karbacher,219.0
Roland Garros,Cedric Pioline,Brad Gilbert,224.0
Roland Garros,Xavier Daufresne,Frederic Fontang,187.0
Roland Garros,Lars Jonsson,Fabrice Santoro,187.0
Roland Garros,Andrei Cherkasov,Jordi Arrese,288.0
Roland Garros,Alberto Mancini,Gilad Bloom,187.0
Roland Garros,Todd Woodbridge,Derrick Rostagno,198.0
Roland Garros,Emilio Sanchez,Wally Masur,286.0
Roland Garros,Nicklas Kulti,Markus Zillner,231.0
Roland Garros,Diego Perez,Diego Nargiso,287.0
Roland Garros,Aaron Krickstein,Malivai Washington,280.0
Roland Garros,Michiel Schapers,Chris Pridham,211.0
Roland Garros,David Prinosil,Jeff Tarango,229.0
Roland Garros,Jaime Oncins,Ivan Lendl,251.0
Roland Garros,Andrei Cherkasov,Roberto Azar,207.0
Roland Garros,Stefan Edberg,Gabriel Markus,273.0
Roland Garros,Goran Ivanisevic,Magnus Larsson,195.0
Roland Garros,Nicklas Kulti,Michael Chang,283.0
Roland Garros,Nicklas Kulti,Diego Perez,192.0
Roland Garros,Henri Leconte,Nicklas Kulti,217.0
Roland Garros,Petr Korda,Andrei Cherkasov,205.0
Florence,Jordi Arrese,Francesco Michelotti,222.0
Queen's Club,Patrik Kuhnen,Javier Frana,209.0
Queen's Club,Shuzo Matsuoka,Stefan Edberg,194.0
Genova,Marcelo Filippini,Claudio Mezzadri,190.0
Wimbledon,Thierry Champion,Richey Reneberg,205.0
Wimbledon,Javier Sanchez,Guillaume Raoux,210.0
Wimbledon,Bryan Shelton,Kevin Curren,249.0
Wimbledon,Olivier Delaitre,Rick Leach,193.0
Wimbledon,Karsten Braasch,Diego Nargiso,211.0
