tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2001-657,Szczecin CH,Clay,32,C,20010917,2,103202,,,Oscar Serrano,R,173,ESP,23.3,103264,,,Mariano Puerta,L,180,ARG,22.9,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,154,243,218,167
2021-9591,Ercolano CH,Clay,32,C,20211011,253,209260,,,Luciano Darderi,R,,ITA,19.6,209209,8,,Filip Misolic,R,,AUT,20.1,7-5 6-7(5) 6-2,3,Q2,,4,2,105,58,41,29,16,4,6,2,3,107,47,32,31,16,7,12,499,69,407,104
2014-1768,Tiburon CH,Hard,32,C,20141006,19,105591,,Q,Matt Reid,R,183,AUS,24.2,104695,,LL,Fritz Wolmarans,R,,RSA,28.5,6-2 5-7 6-3,3,R16,116,7,5,75,46,36,19,14,2,3,11,4,91,62,47,11,15,3,7,276,171,451,85
1989-205,Lagos CH,Hard,32,C,19890213,278,100648,,,Sadiq Abdullahi,R,,NGR,29.0,125968,,WC,Sunday Ogundele,R,,NGR,,7-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,440,,1056,
1997-789,Merano CH,Clay,32,C,19970728,3,102028,,Q,Massimo Valeri,R,185,ITA,25.3,101731,,,Nuno Marques,L,190,POR,27.3,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,419,70,144,305
2013-6710,Dusseldorf,Clay,28,A,20130519,701,105379,1,,Aljaz Bedene,R,181,SLO,23.8,104306,,,Ivan Bjelica,R,,SRB,29.2,6-3 6-1,3,Q1,,,,,,,,,,,,,,,,,,,,84,617,361,110
1990-756,Pretoria CH,Hard,32,C,19900423,25,101312,1,,Robbie Weiss,R,183,USA,23.3,101068,,,Byron Talbot,R,183,RSA,25.6,6-1 6-2,3,QF,,,,,,,,,,,,,,,,,,,,134,208,357,47
2012-3350,Mons CH,Hard,32,C,20121001,4,104327,7,,Steve Darcis,R,178,BEL,28.5,105074,,,Ruben Bemelmans,L,183,BEL,24.7,6-2 4-6 6-3,3,R32,107,6,1,71,45,36,18,14,1,2,5,4,81,49,36,15,13,5,8,77,642,108,526
2002-754,Ljubljana CH,Clay,32,C,20020506,29,103324,,Q,Arnaud Di Pasquale,R,185,FRA,23.2,103632,,,Luis Horna,R,180,PER,21.6,3-6 7-6(4) 6-1,3,SF,,,,,,,,,,,,,,,,,,,,369,80,135,301
1982-221,Tampere CH,Clay,32,C,19820531,287,100725,,,Michael Mortensen,R,188,DEN,21.2,106983,,,Fabrizio Fanucci,R,,ITA,25.6,6-2 6-7 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1989-481,Copenhagen CH,Carpet,32,C,19891120,288,101265,,WC,Patrick McEnroe,R,183,USA,23.3,100899,,SE,Jorgen Windahl,R,183,SWE,26.6,7-6 4-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,,511,,291,
1994-460,Heilbronn CH,Carpet,32,C,19940124,4,101482,,,Markus Zoecke,R,196,GER,25.6,101066,8,,Richard Matuszewski,R,188,USA,29.3,6-0 7-6,3,R32,,,,,,,,,,,,,,,,,,,,156,268,145,289
1992-776,Indian Wells CH,Hard,32,C,19920224,10,101774,,,Todd Martin,R,198,USA,21.6,101789,,,Steve Bryan,R,178,USA,21.5,4-6 7-5 7-6,3,R32,,,,,,,,,,,,,,,,,,,,123,299,140,249
2023-7288,Seoul CH,Hard,32,C,20230424,297,207352,,,Bu Yunchaokete,U,,CHN,21.2,111805,,,Seong Chan Hong,R,,KOR,25.8,6-4 6-4,3,QF,106,6,4,67,31,23,20,10,0,1,2,5,60,33,19,15,10,3,6,242,238,194,301
2021-3406,Santiago CH,Clay,32,C,20210315,254,110778,1,,Joao Menezes,R,185,BRA,24.2,122425,7,,Rafael Matos,U,,BRA,25.1,6-2 6-4,3,Q2,92,1,0,52,38,30,5,9,2,3,0,4,70,51,26,9,9,5,9,201,353,512,67
2023-3503,Rennes CH,Hard,32,C,20230911,299,126127,8,,Benjamin Bonzi,R,185,FRA,27.2,200188,,Q,Matteo Martineau,R,,FRA,24.6,6-4 6-4,3,SF,93,8,1,60,35,31,13,10,3,3,8,2,70,39,32,10,10,5,7,102,600,329,159
2010-410,Monte Carlo Masters,Clay,56,M,20100411,709,105217,5,,Thiemo De Bakker,R,193,NED,21.5,103252,,,Alberto Martin,R,175,ESP,31.6,6-2 7-5,3,Q1,85,6,1,55,32,26,13,10,3,4,3,3,71,40,25,12,10,8,12,77,643,130,404
2012-773,Bucharest,Clay,28,A,20120423,728,105558,4,,Guillaume Rufin,R,188,FRA,21.9,103035,,,Alessio Di Mauro,L,185,ITA,34.7,6-1 6-1,3,Q3,80,0,0,46,23,15,18,7,4,4,2,0,53,28,15,8,7,9,14,157,329,371,109
2022-7536,Lyon CH,Clay,32,C,20220606,253,123809,12,,Ivan Gakhov,L,,RUS,25.5,209279,,WC,Terence Atmane,L,,FRA,20.4,6-4 7-5,3,Q2,119,4,5,89,45,30,19,11,5,8,3,3,78,54,32,11,11,10,15,387,112,520,62
2008-360,Casablanca,Clay,32,A,20080518,715,104753,4,,Woong Sun Jun,R,190,KOR,21.9,102769,,WC,Andres Schneiter,R,,ARG,32.1,6-7(6) 6-2 6-2,3,Q2,,,,,,,,,,,,,,,,,,,,236,165,,
2020-7880,Bangkok CH,Hard,64,C,20200120,293,106210,1,,Jiri Vesely,L,198,CZE,26.5,122298,16,,Botic Van De Zandschulp,R,188,NED,24.2,6-3 3-6 6-4,3,R16,115,14,3,92,57,41,17,14,8,10,14,10,79,48,40,12,14,3,6,109,515,193,257
2018-7922,Sopot CH,Clay,32,C,20180730,236,134472,,,Antoine Bellier,U,196,SUI,21.7,200390,,WC,Kacper Zuk,R,183,POL,19.5,6-2 6-2,3,Q1,73,1,4,67,39,29,10,8,8,10,1,2,48,32,14,6,8,3,9,809,23,1293,4
2007-514,Mexico City1 CH,Clay,32,C,20070326,23,102887,,,Ramon Delgado,R,185,PAR,30.3,103573,7,,Rik De Voest,R,180,RSA,26.7,6-2 6-2,3,R16,,,,,,,,,,,,,,,,,,,,145,309,138,327
2020-7793,Ismaning CH,Hard,32,C,20201019,278,105967,6,,Henri Laaksonen,R,185,SUI,28.5,111192,,Q,Lucas Miedler,R,183,AUT,24.3,6-4 7-5,3,R32,69,19,1,65,34,30,17,11,1,1,2,3,66,37,27,16,11,7,9,132,467,300,149
2005-1542,Rome CH,Clay,32,C,20051003,30,102548,8,,Juan Antonio Marin,R,175,CRC,30.5,103505,5,,Vasilis Mazarakis,R,178,GRE,25.6,6-3 6-4,3,SF,,,,,,,,,,,,,,,,,,,,142,300,122,350
2004-545,Seoul CH,Hard,32,C,20040906,13,103560,,,Kj Hippensteel,L,190,USA,24.3,103429,5,,Peter Luczak,R,183,AUS,24.9,1-6 7-6(5) 6-4,3,R32,,,,,,,,,,,,,,,,,,,,207,189,144,304
1995-471,Geneva CH,Clay,32,C,19950814,31,101962,,,Younes El Aynaoui,R,193,MAR,23.9,102223,4,,Karim Alami,R,185,MAR,22.2,6-1 6-4,3,F,,,,,,,,,,,,,,,,,,,,192,208,118,389
2015-6490,Kaohsiung CH,Hard,32,C,20150921,4,104563,7,,Luca Vanni,R,198,ITA,30.2,105512,,,Alexander Sarkissian,R,191,USA,25.4,6-1 6-4,3,R32,,17,3,40,24,24,12,9,0,0,1,1,46,32,19,9,8,4,7,136,417,185,268
2015-7004,Shenzhen CH,Hard,32,C,20150316,28,105072,,Q,Sanam Singh,R,173,IND,27.1,104873,2,,Aleksandr Nedovyesov,R,193,KAZ,28.0,6-4 6-2,3,QF,77,7,2,50,31,25,10,9,1,2,5,6,77,61,38,2,9,12,16,402,106,118,469
2004-580,Australian Open,Hard,128,G,20040119,279,102911,,,Andrei Stoliarov,R,178,RUS,27.0,102886,,,Frantisek Cermak,R,193,CZE,27.1,6-3 3-6 6-3,3,Q1,,,,,,,,,,,,,,,,,,,,192,191,220,164
2023-3406,Santiago CH,Clay,32,C,20230306,276,208882,,,Roman Andres Burruchaga,U,,ARG,21.1,208363,,,Mariano Navone,U,,ARG,22.0,6-0 6-4,3,R32,87,0,1,55,34,21,11,8,5,7,0,1,48,36,17,3,8,4,10,254,217,241,227
2021-0314,Gstaad,Clay,32,A,20210719,244,105731,4,,Steven Diez,R,180,CAN,30.3,202277,,WC,Damien Wenger,U,,SUI,21.3,6-2 6-4,3,Q1,87,2,0,56,39,27,13,9,1,1,4,5,71,48,28,10,9,3,6,186,377,601,49
2021-7536,Lyon CH,Clay,32,C,20210607,274,123755,4,,Daniel Elahi Galan,R,191,COL,24.9,106362,,LL,Laurent Lokoli,R,188,FRA,26.6,5-2 RET,3,R32,39,1,0,25,21,14,1,4,0,1,2,2,25,16,7,2,3,3,5,107,764,420,98
2019-1539,Leon CH,Hard,64,C,20190422,274,131905,,ITF,Manuel Guinard,U,,FRA,23.4,104460,4,,Dustin Brown,R,196,GER,34.3,6-4 6-2,3,R32,55,3,4,57,31,25,15,9,3,3,2,3,45,26,17,9,9,0,3,461,17,173,317
2009-533,Costa Do Sauipe,Clay,32,A,20090209,717,103543,,,David Marrero,R,185,ESP,28.8,103490,4,,Santiago Ventura,R,183,ESP,29.0,6-4 1-6 6-4,3,Q2,,,,,,,,,,,,,,,,,,,,241,306,131,694
1989-221,Tampere CH,Clay,32,C,19890710,282,101020,,,Hans Schwaier,R,173,GER,25.2,101285,5,,Thierry Champion,R,183,FRA,22.8,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,315,,148,
2014-6710,Dusseldorf,Clay,28,A,20140518,707,105528,,,Alexander Ward,U,185,GBR,24.0,105095,,WC,Evgeny Korolev,R,185,KAZ,26.2,7-5 4-6 6-4,3,Q1,126,5,2,109,71,41,29,16,7,9,0,3,86,51,36,22,16,3,6,362,121,563,56
2024-0403,Miami Masters,Hard,128,M,20240318,110,200670,11,,J J Wolf,R,183,USA,25.2,208118,,WC,Eliot Spizzirri,U,,USA,22.2,6-3 7-5,3,Q1,88,8,3,56,35,28,13,11,0,1,4,1,68,54,34,6,10,4,7,94,640,723,35
2021-8312,Maia 1 CH,Clay,32,C,20211206,252,200595,3,,Lorenzo Bocchi,R,,ITA,24.0,133603,6,,Benjamin Dhoe,R,,BEL,25.2,6-0 6-0,3,Q2,44,4,2,37,25,21,5,6,0,0,0,0,36,25,9,1,6,4,10,710,33,819,22
1988-398,Cherbourg CH,Hard,32,C,19881017,291,101659,,,Jan Apell,L,183,SWE,18.9,101064,6,,David Lewis,R,180,NZL,24.1,6-1 6-3,3,R16,,,,,,,,,,,,,,,,,,,,277,,224,
2010-1631,Nottingham CH,Grass,32,C,20100531,6,105575,,,Ricardas Berankis,R,175,LTU,19.9,104433,,,Frank Dancevic,R,185,CAN,25.6,7-5 7-6(4),3,R32,100,3,1,70,44,35,16,12,1,2,5,0,78,59,41,10,12,4,6,188,243,169,282
2020-8392,Todi CH,Clay,32,C,20200817,248,209263,,,Matteo Gigante,L,,ITA,18.1,111795,2,,Filippo Baldi,R,183,ITA,24.1,6-4 7-6(4),3,Q1,115,1,8,75,39,25,15,11,3,8,2,5,89,44,23,23,11,7,13,1136,6,249,199
2023-6242,Winston-Salem,Hard,64,A,20230821,216,105011,2,,Illya Marchenko,R,185,UKR,35.9,208092,,WC,Filippo Moroni,R,,ITA,22.5,6-3 6-4,3,Q1,,5,0,56,37,28,12,10,1,2,4,3,50,33,21,9,9,2,5,267,221,795,26
2010-396,Furth CH,Clay,32,C,20100531,6,104714,,,Julian Reister,R,188,GER,24.1,105526,,Q,Jan Lennard Struff,R,193,GER,20.0,3-6 6-1 6-3,3,R32,112,1,2,92,67,41,14,13,11,14,3,1,73,49,27,12,12,3,8,165,296,623,34
2006-853,Kosice CH,Clay,32,C,20060612,12,104209,4,,Rainer Eitzinger,R,178,AUT,22.9,103976,,,Juan Pablo Brzezicki,R,178,ARG,24.1,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,188,214,276,128
2000-60,Barletta CH,Clay,32,C,20000327,10,103487,,Q,Federico Luzzi,R,188,ITA,20.2,103835,,WC,Filippo Volandri,R,183,ITA,18.5,2-6 6-4 7-6(2),3,R32,,,,,,,,,,,,,,,,,,,,329,88,269,117
1988-212,Marrakech CH,Clay,32,C,19880314,272,101310,,,Conny Falk,R,188,SWE,21.2,101020,,,Hans Schwaier,R,173,GER,23.9,3-6 7-5 7-5,3,R32,,,,,,,,,,,,,,,,,,,,175,,171,
2015-7184,Casablanca CH,Clay,32,C,20150112,31,104467,,WC,Lamine Ouahab,R,185,ALG,30.0,105894,,,Javier Marti,R,,ESP,23.0,6-0 7-6(6),3,F,104,2,0,72,43,31,13,9,5,7,1,2,76,46,26,12,9,7,12,586,52,788,23
2016-580,Australian Open,Hard,128,G,20160118,902,105992,19,,Ryan Harrison,R,183,USA,23.6,104873,,,Aleksandr Nedovyesov,R,193,KAZ,28.9,6-7(8) 7-6(6) 6-3,3,Q3,,,,,,,,,,,,,,,,,,,,134,448,165,330
2015-7337,Corrientes CH,Clay,32,C,20151012,3,106006,,WC,Agustin Velotti,R,174,ARG,23.3,105120,,,Andres Molteni,R,180,ARG,27.5,7-6(5) 3-6 7-5,3,R32,,5,4,118,63,43,24,16,18,24,2,2,116,62,38,28,17,5,11,442,90,447,89
1999-501,Rancho Mirage CH,Hard,32,C,19991115,24,101086,2,,Ronald Agenor,R,180,USA,35.0,101890,,WC,Jonathan Stark,R,188,USA,28.6,7-5 4-6 7-6(7),3,R16,,,,,,,,,,,,,,,,,,,,99,472,305,122
2005-586,Lexington CH,Hard,32,C,20050725,3,104635,,,Robert Smeets,L,188,AUS,19.7,104507,,WC,Jeffrey Das,R,,USA,20.4,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,277,127,,
2019-7703,Sophia Antipolis CH,Clay,64,C,20190401,275,200484,14,,Rudolf Molleker,R,185,GER,18.4,111192,,,Lucas Miedler,R,183,AUT,22.7,6-3 7-6(3),3,R32,93,3,2,72,43,26,17,11,1,4,2,1,80,52,30,12,10,8,12,182,281,260,173
2015-4012,Tashkent CH,Hard,32,C,20151012,15,106078,,,Egor Gerasimov,R,196,BLR,22.9,106234,,,Aslan Karatsev,R,185,RUS,22.1,6-1 6-3,3,R32,,5,0,38,23,21,11,8,0,0,2,1,55,37,21,6,8,3,7,337,136,197,252
2009-252,Medellin CH,Clay,32,C,20091102,31,103428,1,,Juan Ignacio Chela,R,190,ARG,30.1,105154,,,Joao Souza,R,193,BRA,21.4,6-4 4-6 6-4,3,F,,,,,,,,,,,,,,,,,,,,90,560,183,292
2019-0544,Montevideo CH,Clay,64,C,20191104,271,106249,14,,Joao Domingues,R,178,POR,26.0,202103,,,Francisco Cerundolo,R,185,ARG,21.2,2-6 6-4 6-2,3,R32,117,0,1,78,54,24,14,13,9,16,2,9,90,66,37,6,13,10,18,192,265,251,189
2018-7536,Lyon CH,Clay,32,C,20180611,297,200175,,,Miomir Kecmanovic,R,183,SRB,18.7,200615,,WC,Alexei Popyrin,R,196,AUS,18.8,7-5 2-6 6-4,3,QF,128,1,7,104,58,39,20,15,10,15,4,4,83,40,31,19,15,6,11,205,295,388,108
2001-560,US Open,Hard,128,G,20010827,296,102437,2,,Adrian Voinea,R,185,ROU,27.0,102715,,,Ignacio Hirigoyen,R,183,ARG,25.5,6-3 6-1,3,Q1,,,,,,,,,,,,,,,,,,,,98,402,234,150
2001-622,Puebla CH,Hard,32,C,20011119,4,104136,,Q,Santiago Gonzalez,R,190,MEX,18.7,102538,8,,Tuomas Ketola,R,185,FIN,26.7,5-7 7-5 7-5,3,R32,,,,,,,,,,,,,,,,,,,,724,16,249,146
2020-7841,Bendigo CH,Hard,64,C,20200113,296,105449,4,,Steve Johnson,R,188,USA,30.0,208004,,,Harold Mayot,R,178,FRA,17.9,6-3 7-6(2),3,QF,82,14,5,63,40,33,15,11,0,0,3,6,65,37,32,10,10,4,5,81,655,611,36
2004-786,Poznan CH,Clay,32,C,20040802,23,103429,,,Peter Luczak,R,183,AUS,24.9,103700,,,Juan Pablo Guzman,L,178,ARG,23.5,6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,,149,281,172,229
2017-7395,Buenos Aires CH,Clay,32,C,20171009,231,122536,6,,Juan Pablo Paz,R,,ARG,22.7,106006,,,Agustin Velotti,R,174,ARG,25.3,6-1 7-6(3),3,Q1,86,4,4,65,33,22,17,9,3,6,3,6,61,35,17,9,10,6,12,376,113,437,92
2013-6626,Yokohama CH,Hard,32,C,20131111,30,104424,3,,Go Soeda,R,178,JPN,29.1,105732,6,,Pierre Hugues Herbert,R,188,FRA,22.6,6-4 6-4,3,SF,84,0,1,64,31,22,22,10,2,3,5,4,73,34,26,15,10,6,9,114,495,162,321
2016-5016,Bucaramanga CH,Clay,32,C,20160125,269,105497,1,,Jose Hernandez,R,183,DOM,25.8,105091,6,,Peter Torebko,R,185,GER,27.9,7-6(8) 3-6 7-6(5),3,Q3,146,1,3,111,73,54,15,16,7,12,6,4,109,69,45,24,17,2,6,242,218,372,121
2019-5067,Savannah CH,Clay,64,C,20190429,259,126846,,,Aleksandar Vukic,R,188,AUS,23.0,111578,,,Stefan Kozlov,R,183,USA,21.2,6-2 7-6(11),3,R64,107,4,1,69,37,33,17,10,3,4,0,6,74,48,32,13,10,7,10,354,59,366,51
2016-7025,Mohammedia CH,Clay,32,C,20161003,283,111794,,,Kamil Majchrzak,R,183,POL,20.7,106353,,,Pedja Krstin,R,183,SRB,22.0,6-3 7-6(1),3,R32,112,2,2,71,34,20,17,10,3,8,2,7,77,36,21,14,11,2,9,276,181,193,288
2016-M010,s Hertogenbosch,Grass,32,A,20160606,265,104505,1,,Konstantin Kravchuk,R,190,RUS,31.2,105074,,WC,Ruben Bemelmans,L,183,BEL,28.3,6-4 6-4,3,Q1,76,10,0,57,42,34,10,10,3,3,4,6,73,43,34,9,10,9,11,109,538,191,285
2017-7496,Zhuhai CH,Hard,32,C,20170306,254,106034,1,,Yasutaka Uchiyama,R,183,JPN,24.5,144750,8,,Lloyd Harris,R,193,RSA,20.0,7-5 6-4,3,Q3,95,1,1,73,50,32,17,11,2,3,5,2,73,34,24,21,11,7,10,189,307,280,186
2023-2889,Antofagasta CH,Clay,32,C,20230918,244,106203,,,Pedro Sakamoto,R,178,BRA,30.2,127123,3,,Mateus Alves,R,,BRA,22.6,7-6(3) 6-4,3,Q1,133,2,1,78,48,39,17,11,3,4,6,5,89,52,33,21,11,6,8,520,74,455,96
1999-513,Lucknow2 CH,Grass,32,C,19991129,28,103403,8,,Takahiro Terachi,R,,JPN,20.3,102087,2,,Oleg Ogorodov,R,193,UZB,27.3,6-3 4-6 6-1,3,QF,,,,,,,,,,,,,,,,,,,,293,127,134,339
2003-396,Furth CH,Clay,32,C,20030602,25,102107,,Q,Jan Frode Andersen,L,190,NOR,30.7,104386,,,Janko Tipsarevic,R,180,SRB,18.9,2-6 6-3 6-2,3,QF,,,,,,,,,,,,,,,,,,,,325,85,180,194
2023-9120,Cassis CH,Hard,32,C,20230904,247,105638,9,,Daniel Cox,R,170,GBR,32.9,126193,,Alt,Mark Whitehouse,U,,GBR,30.3,7-6(0) 2-6 6-4,3,Q1,107,13,6,97,57,48,18,15,4,6,14,2,86,66,51,9,15,3,4,446,101,630,50
1997-524,Weiden CH,Clay,32,C,19970609,1,101441,1,,Martin Sinner,R,180,GER,29.3,102145,,Q,Francisco Cabello,R,190,ARG,24.5,6-4 7-6,3,R32,,,,,,,,,,,,,,,,,,,,109,418,295,122
2015-600,Prague CH,Clay,32,C,20150608,29,103656,6,,Albert Montanes,R,175,ESP,34.5,104873,4,,Aleksandr Nedovyesov,R,193,KAZ,28.3,1-6 6-3 6-2,3,SF,,1,5,93,53,35,21,12,7,9,6,4,87,57,36,16,12,9,12,136,395,123,431
2011-588,Zagreb CH,Clay,32,C,20110509,5,103823,3,,Denis Gremelmayr,L,183,GER,29.7,103926,,,Daniel Munoz de la Nava,L,178,ESP,29.2,6-4 7-6(5),3,R32,87,3,2,77,56,41,12,11,7,8,4,0,60,37,30,12,11,1,3,104,509,150,386
2009-5061,Rhodes CH,Hard,32,C,20090427,15,103523,,Q,Rohan Bopanna,R,190,IND,29.1,104377,,WC,Theodoros Angelinos,U,,GRE,24.9,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,326,205,,
2008-849,Campos Do Jordao1 CH,Hard,32,C,20080804,2,104903,,,Andre Miele,R,,BRA,21.3,103590,,,Michael Quintero,R,,COL,28.0,6-0 6-4,3,R32,,,,,,,,,,,,,,,,,,,,229,163,271,134
2003-783,Segovia CH,Hard,32,C,20030728,19,103917,4,,Nicolas Mahut,R,190,FRA,21.5,101532,,,Francisco Clavet,L,183,ESP,34.7,6-3 0-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,,125,307,215,161
2016-7345,Las Vegas CH,Hard,32,C,20161017,270,105454,,SE,Brydan Klein,R,183,AUS,26.7,126207,2,,Frances Tiafoe,R,188,USA,18.7,2-6 7-5 6-3,3,R32,109,10,6,97,63,43,16,15,10,14,7,4,82,51,35,13,14,3,7,278,182,104,590
2001-659,Bukhara CH,Hard,32,C,20011001,18,103467,,,Victor Bruthans,R,,SVK,21.8,104034,6,,Dmitry Vlasov,R,188,RUS,19.2,7-6(5) 6-3,3,R16,,,,,,,,,,,,,,,,,,,,502,42,299,110
1987-232,Thessaloniki CH,Hard,32,C,19870907,279,101477,,LL,Chris Bailey,R,196,GBR,19.3,101209,,LL,Matthew Litsky,R,170,USA,21.7,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,414,,366,
2001-383,Graz CH,Hard,32,C,20010813,25,103594,5,,Oliver Marach,R,185,AUT,21.0,103566,1,,Michael Llodra,L,190,FRA,21.2,3-6 7-6(2) 6-3,3,QF,,,,,,,,,,,,,,,,,,,,189,198,114,357
2024-2907,Nottingham CH,Hard,32,C,20240205,297,105062,,,Mikhail Kukushkin,R,183,KAZ,36.1,106220,,,Dimitar Kuzmanov,R,183,BUL,30.5,6-3 6-3,3,QF,91,5,1,52,35,29,8,9,2,3,1,1,59,46,26,7,9,3,7,247,238,225,269
2019-2278,Taipei CH,Hard,64,C,20190408,284,126952,13,,Soon Woo Kwon,R,180,KOR,21.3,106291,,,Luke Saville,R,188,AUS,25.1,6-4 6-4,3,R32,88,6,4,58,31,25,17,10,2,2,3,2,67,29,21,21,10,5,7,164,325,325,85
1988-383,Graz CH,Hard,32,C,19880328,295,100618,3,,Leif Shiras,R,183,USA,28.6,100646,,Q,Claudio Panatta,R,178,ITA,28.1,6-1 4-6 6-3,3,QF,,,,,,,,,,,,,,,,,,,,135,,236,
2021-0786,Poznan CH,Clay,32,C,20210726,251,126878,,Alt,David Poljak,U,,CZE,25.1,123993,,Alt,Lucas Gerch,U,,GER,26.5,7-5 1-6 6-4,3,Q2,170,3,3,114,72,43,18,14,15,21,2,10,111,60,39,19,15,8,14,461,87,480,80
2012-352,Paris Masters,Hard,48,M,20121029,714,104198,10,,Guillermo Garcia Lopez,R,188,ESP,29.4,105575,,,Ricardas Berankis,R,175,LTU,22.3,7-6(1) 7-6(6),3,Q2,104,5,6,71,31,26,25,12,1,3,7,3,79,43,31,19,12,6,8,70,677,96,560
1996-588,Zagreb CH,Clay,32,C,19960610,15,102614,,,Victor Sendin,R,175,ESP,20.9,101030,,WC,Goran Prpic,R,180,CRO,32.1,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,294,109,,
2008-467,Aptos CH,Hard,32,C,20080714,27,103240,3,,Kevin Kim,R,180,USA,29.9,103676,6,,Michael Yani,R,185,USA,27.5,7-6(2) 6-4,3,QF,,,,,,,,,,,,,,,,,,,,182,224,227,171
2016-7584,Budapest CH,Hard,32,C,20161024,244,105302,,,Ante Pavic,R,196,CRO,27.6,125796,,,Remi Boutillier,U,,FRA,26.7,6-7(9) 6-2 6-3,3,Q2,115,16,6,99,62,49,21,15,3,4,5,5,106,60,41,23,14,7,11,325,141,422,97
1999-745,Aschaffenburg CH,Clay,32,C,19990906,17,102760,,Q,Rene Nicklisch,R,,GER,23.4,102817,,,Edwin Kempes,R,188,NED,23.1,7-6(0) 6-3,3,R16,,,,,,,,,,,,,,,,,,,,438,69,231,182
2000-768,Wroclaw CH,Hard,32,C,20000214,5,101902,4,,Stephane Huet,L,180,FRA,28.8,103457,,,Petr Kralert,R,188,CZE,20.3,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,124,311,159,235
2008-1797,Ostrava CH,Clay,32,C,20080505,9,101962,,,Younes El Aynaoui,R,193,MAR,36.6,103799,6,,Eric Prodon,R,178,FRA,26.8,3-6 6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,199,200,118,379
2017-1796,Saint Brieuc CH,Hard,32,C,20170327,299,106078,,Q,Egor Gerasimov,R,196,BLR,24.3,144895,,WC,Corentin Moutet,L,178,FRA,17.9,4-6 6-4 6-3,3,SF,111,6,4,89,56,40,20,15,2,3,3,4,83,57,43,14,14,2,4,404,107,467,83
2023-2883,Bloomfield Hills CH,Hard,32,C,20230703,274,123795,4,,Altug Celikbilek,R,183,TUR,26.8,210136,,,Mark Lajal,R,,EST,20.1,6-7(3) 6-4 6-4,3,R32,161,5,3,100,56,39,26,16,5,8,6,1,118,70,41,27,16,3,8,211,277,244,244
2007-580,Australian Open,Hard,128,G,20070115,788,104154,26,,Paul Capdeville,R,190,CHI,23.7,103209,,,Leonardo Azzaro,L,188,ITA,28.6,6-4 7-5,3,Q2,,,,,,,,,,,,,,,,,,,,148,304,250,158
2007-520,Roland Garros,Clay,128,G,20070528,738,104216,,,Maximo Gonzalez,R,175,ARG,23.8,102231,,,Alex Calatrava,R,190,ESP,33.9,6-2 6-1,3,Q1,,,,,,,,,,,,,,,,,,,,212,189,265,139
2013-6239,Quimper CH,Hard,32,C,20130211,8,104932,6,,Kenny De Schepper,L,203,FRA,25.7,104804,,,Amir Weintraub,R,188,ISR,26.4,6-4 6-1,3,R32,52,16,2,40,33,29,4,8,1,1,3,3,69,50,31,4,9,9,13,110,483,177,300
2015-891,Chennai,Hard,28,A,20150105,257,104563,6,,Luca Vanni,R,198,ITA,29.5,209418,,WC,Ravi Raswant,R,,IND,17.4,6-2 6-2,3,Q1,,,,,,,,,,,,,,,,,,,,148,353,,
1993-369,Budapest CH,Clay,32,C,19930913,2,101407,,,David Engel,R,180,SWE,25.9,101642,,,Bart Wuyts,R,178,BEL,23.9,3-6 7-6 7-6,3,R32,,,,,,,,,,,,,,,,,,,,201,179,155,271
2022-7288,Seoul CH,Hard,32,C,20221010,300,111454,,Q,Li Tu,R,180,AUS,26.3,200059,,,Yibing Wu,R,183,CHN,22.9,7-6(5) 6-4,3,F,101,4,3,74,44,31,15,11,2,4,4,2,83,53,34,15,11,7,10,292,171,135,423
2015-6156,Marburg CH,Clay,32,C,20150629,31,105438,,,Inigo Cervantes Huegun,R,183,ESP,25.5,105472,,,Nils Langer,R,193,GER,25.4,2-6 7-6(3) 6-3,3,F,,12,4,84,49,36,20,15,2,6,2,2,85,50,37,17,14,4,7,144,373,243,205
